At time 0.29: Service-1 Finished, Queue 1 Length: 1000, Queue 2 Length: 0
At time 1793.21: Service-2 Finished, Queue 1 Length: 2995, Queue 2 Length: 18
At time 1793.32: Service-2 Finished, Queue 1 Length: 2995, Queue 2 Length: 17
At time 1793.34: Service-2 Finished, Queue 1 Length: 2995, Queue 2 Length: 16
At time 1793.35: Service-1 Finished, Queue 1 Length: 2995, Queue 2 Length: 15
At time 1793.35: Service-2 Finished, Queue 1 Length: 2994, Queue 2 Length: 16
At time 1793.48: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 15
At time 1793.54: Arrival, Queue 1 Length: 2993, Queue 2 Length: 16
At time 1793.61: Service-2 Finished, Queue 1 Length: 2994, Queue 2 Length: 16
At time 1793.87: Arrival, Queue 1 Length: 2994, Queue 2 Length: 15
At time 1793.91: Arrival, Queue 1 Length: 2995, Queue 2 Length: 15
At time 1793.95: Service-2 Finished, Queue 1 Length: 2996, Queue 2 Length: 15
At time 1794.03: Service-1 Finished, Queue 1 Length: 2996, Queue 2 Length: 14
At time 1794.04: Service-1 Finished, Queue 1 Length: 2995, Queue 2 Length: 15
At time 1794.22: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 16
At time 1794.28: Arrival, Queue 1 Length: 2993, Queue 2 Length: 17
At time 1794.28: Arrival, Queue 1 Length: 2994, Queue 2 Length: 17
At time 1794.36: Arrival, Queue 1 Length: 2995, Queue 2 Length: 17
At time 1794.48: Service-2 Finished, Queue 1 Length: 2996, Queue 2 Length: 17
At time 1794.49: Arrival, Queue 1 Length: 2996, Queue 2 Length: 16
At time 1794.59: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 16
At time 1794.62: Arrival, Queue 1 Length: 2996, Queue 2 Length: 17
At time 1794.68: Service-2 Finished, Queue 1 Length: 2997, Queue 2 Length: 17
At time 1794.75: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 16
At time 1794.88: Service-1 Finished, Queue 1 Length: 2996, Queue 2 Length: 17
At time 1794.88: Arrival, Queue 1 Length: 2995, Queue 2 Length: 18
At time 1794.88: Service-1 Finished, Queue 1 Length: 2996, Queue 2 Length: 18
At time 1794.90: Arrival, Queue 1 Length: 2995, Queue 2 Length: 19
At time 1794.97: Service-1 Finished, Queue 1 Length: 2996, Queue 2 Length: 19
At time 1795.09: Service-2 Finished, Queue 1 Length: 2995, Queue 2 Length: 20
At time 1795.13: Service-1 Finished, Queue 1 Length: 2995, Queue 2 Length: 19
At time 1795.16: Service-2 Finished, Queue 1 Length: 2994, Queue 2 Length: 20
At time 1795.22: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 19
At time 1795.26: Service-2 Finished, Queue 1 Length: 2993, Queue 2 Length: 20
At time 1795.30: Service-2 Finished, Queue 1 Length: 2993, Queue 2 Length: 19
At time 1795.36: Service-1 Finished, Queue 1 Length: 2993, Queue 2 Length: 18
At time 1795.46: Service-1 Finished, Queue 1 Length: 2992, Queue 2 Length: 19
At time 1795.50: Service-1 Finished, Queue 1 Length: 2991, Queue 2 Length: 20
At time 1795.55: Service-2 Finished, Queue 1 Length: 2990, Queue 2 Length: 21
At time 1795.60: Service-2 Finished, Queue 1 Length: 2990, Queue 2 Length: 20
At time 1795.78: Arrival, Queue 1 Length: 2990, Queue 2 Length: 19
At time 1796.08: Arrival, Queue 1 Length: 2991, Queue 2 Length: 19
At time 1796.12: Arrival, Queue 1 Length: 2992, Queue 2 Length: 19
At time 1796.20: Service-2 Finished, Queue 1 Length: 2993, Queue 2 Length: 19
At time 1796.29: Service-1 Finished, Queue 1 Length: 2993, Queue 2 Length: 18
At time 1796.32: Service-2 Finished, Queue 1 Length: 2992, Queue 2 Length: 19
At time 1796.46: Service-1 Finished, Queue 1 Length: 2992, Queue 2 Length: 18
At time 1796.47: Service-1 Finished, Queue 1 Length: 2991, Queue 2 Length: 19
At time 1796.47: Service-1 Finished, Queue 1 Length: 2990, Queue 2 Length: 20
At time 1796.48: Arrival, Queue 1 Length: 2989, Queue 2 Length: 21
At time 1796.56: Arrival, Queue 1 Length: 2990, Queue 2 Length: 21
At time 1796.58: Service-1 Finished, Queue 1 Length: 2991, Queue 2 Length: 21
At time 1796.64: Service-1 Finished, Queue 1 Length: 2990, Queue 2 Length: 22
At time 1796.65: Service-2 Finished, Queue 1 Length: 2989, Queue 2 Length: 23
At time 1796.81: Service-2 Finished, Queue 1 Length: 2989, Queue 2 Length: 22
At time 1796.84: Service-1 Finished, Queue 1 Length: 2989, Queue 2 Length: 21
At time 1796.89: Service-2 Finished, Queue 1 Length: 2988, Queue 2 Length: 22
At time 1797.09: Arrival, Queue 1 Length: 2988, Queue 2 Length: 21
At time 1797.10: Arrival, Queue 1 Length: 2989, Queue 2 Length: 21
At time 1797.15: Service-2 Finished, Queue 1 Length: 2990, Queue 2 Length: 21
At time 1797.21: Service-2 Finished, Queue 1 Length: 2990, Queue 2 Length: 20
At time 1797.26: Arrival, Queue 1 Length: 2990, Queue 2 Length: 19
At time 1797.44: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 19
At time 1797.57: Service-1 Finished, Queue 1 Length: 2991, Queue 2 Length: 18
At time 1797.64: Service-1 Finished, Queue 1 Length: 2990, Queue 2 Length: 19
At time 1797.71: Service-1 Finished, Queue 1 Length: 2989, Queue 2 Length: 20
At time 1797.87: Arrival, Queue 1 Length: 2988, Queue 2 Length: 21
At time 1797.94: Service-1 Finished, Queue 1 Length: 2989, Queue 2 Length: 21
At time 1797.95: Arrival, Queue 1 Length: 2988, Queue 2 Length: 22
At time 1797.96: Arrival, Queue 1 Length: 2989, Queue 2 Length: 22
At time 1798.07: Service-2 Finished, Queue 1 Length: 2990, Queue 2 Length: 22
At time 1798.08: Service-1 Finished, Queue 1 Length: 2990, Queue 2 Length: 21
At time 1798.09: Service-2 Finished, Queue 1 Length: 2989, Queue 2 Length: 22
At time 1798.14: Service-2 Finished, Queue 1 Length: 2989, Queue 2 Length: 21
At time 1798.30: Arrival, Queue 1 Length: 2989, Queue 2 Length: 20
At time 1798.33: Arrival, Queue 1 Length: 2990, Queue 2 Length: 20
At time 1798.35: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 20
At time 1798.39: Arrival, Queue 1 Length: 2991, Queue 2 Length: 19
At time 1798.48: Arrival, Queue 1 Length: 2992, Queue 2 Length: 19
At time 1798.49: Arrival, Queue 1 Length: 2993, Queue 2 Length: 19
At time 1798.58: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 19
At time 1798.63: Arrival, Queue 1 Length: 2993, Queue 2 Length: 20
At time 1798.67: Service-2 Finished, Queue 1 Length: 2994, Queue 2 Length: 20
At time 1798.69: Service-2 Finished, Queue 1 Length: 2994, Queue 2 Length: 19
At time 1798.78: Service-2 Finished, Queue 1 Length: 2994, Queue 2 Length: 18
At time 1798.79: Service-2 Finished, Queue 1 Length: 2994, Queue 2 Length: 17
At time 1799.01: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 16
At time 1799.04: Service-2 Finished, Queue 1 Length: 2993, Queue 2 Length: 17
At time 1799.11: Service-1 Finished, Queue 1 Length: 2993, Queue 2 Length: 16
At time 1799.13: Service-2 Finished, Queue 1 Length: 2992, Queue 2 Length: 17
At time 1799.30: Service-1 Finished, Queue 1 Length: 2992, Queue 2 Length: 16
At time 1799.56: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 17
At time 1799.61: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 16
At time 1799.65: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 15
At time 1799.74: Service-1 Finished, Queue 1 Length: 2991, Queue 2 Length: 14
At time 1799.75: Arrival, Queue 1 Length: 2990, Queue 2 Length: 15
At time 1799.79: Service-1 Finished, Queue 1 Length: 2991, Queue 2 Length: 15
At time 1799.79: Service-2 Finished, Queue 1 Length: 2990, Queue 2 Length: 16
At time 1799.84: Arrival, Queue 1 Length: 2990, Queue 2 Length: 15
At time 1799.92: Arrival, Queue 1 Length: 2991, Queue 2 Length: 15
At time 1799.95: Service-2 Finished, Queue 1 Length: 2992, Queue 2 Length: 15
At time 1800.01: Service-2 Finished, Queue 1 Length: 2992, Queue 2 Length: 14
At time 1800.05: Arrival, Queue 1 Length: 2992, Queue 2 Length: 13
At time 1800.08: Arrival, Queue 1 Length: 2993, Queue 2 Length: 13
At time 1800.21: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 13
At time 1800.21: Service-2 Finished, Queue 1 Length: 2993, Queue 2 Length: 14
At time 1800.24: Arrival, Queue 1 Length: 2993, Queue 2 Length: 13
At time 1800.25: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 13
At time 1800.29: Arrival, Queue 1 Length: 2993, Queue 2 Length: 14
At time 1800.29: Service-2 Finished, Queue 1 Length: 2994, Queue 2 Length: 14
At time 1800.42: Arrival, Queue 1 Length: 2994, Queue 2 Length: 13
At time 1800.46: Service-1 Finished, Queue 1 Length: 2995, Queue 2 Length: 13
At time 1800.50: Arrival, Queue 1 Length: 2994, Queue 2 Length: 14
At time 1800.53: Arrival, Queue 1 Length: 2995, Queue 2 Length: 14
At time 1800.79: Arrival, Queue 1 Length: 2996, Queue 2 Length: 14
At time 1800.90: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 14
At time 1801.06: Service-2 Finished, Queue 1 Length: 2996, Queue 2 Length: 15
At time 1801.08: Arrival, Queue 1 Length: 2996, Queue 2 Length: 14
At time 1801.20: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 14
At time 1801.22: Service-1 Finished, Queue 1 Length: 2996, Queue 2 Length: 15
At time 1801.25: Service-2 Finished, Queue 1 Length: 2995, Queue 2 Length: 16
At time 1801.26: Service-1 Finished, Queue 1 Length: 2995, Queue 2 Length: 15
At time 1801.49: Arrival, Queue 1 Length: 2994, Queue 2 Length: 16
At time 1801.53: Service-1 Finished, Queue 1 Length: 2995, Queue 2 Length: 16
At time 1801.61: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 17
At time 1801.61: Service-1 Finished, Queue 1 Length: 2993, Queue 2 Length: 18
At time 1801.65: Arrival, Queue 1 Length: 2992, Queue 2 Length: 19
At time 1801.70: Service-1 Finished, Queue 1 Length: 2993, Queue 2 Length: 19
At time 1801.76: Service-1 Finished, Queue 1 Length: 2992, Queue 2 Length: 20
At time 1801.79: Service-1 Finished, Queue 1 Length: 2991, Queue 2 Length: 21
At time 1802.06: Arrival, Queue 1 Length: 2990, Queue 2 Length: 22
At time 1802.06: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 22
At time 1802.08: Service-1 Finished, Queue 1 Length: 2991, Queue 2 Length: 21
At time 1802.17: Arrival, Queue 1 Length: 2990, Queue 2 Length: 22
At time 1802.19: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 22
At time 1802.22: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 21
At time 1802.28: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 20
At time 1802.37: Arrival, Queue 1 Length: 2991, Queue 2 Length: 19
At time 1802.40: Arrival, Queue 1 Length: 2992, Queue 2 Length: 19
At time 1802.41: Arrival, Queue 1 Length: 2993, Queue 2 Length: 19
At time 1802.43: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 19
At time 1802.49: Service-1 Finished, Queue 1 Length: 2993, Queue 2 Length: 20
At time 1802.75: Service-2 Finished, Queue 1 Length: 2992, Queue 2 Length: 21
At time 1802.78: Service-2 Finished, Queue 1 Length: 2992, Queue 2 Length: 20
At time 1802.95: Service-2 Finished, Queue 1 Length: 2992, Queue 2 Length: 19
At time 1802.99: Service-2 Finished, Queue 1 Length: 2992, Queue 2 Length: 18
At time 1803.05: Arrival, Queue 1 Length: 2992, Queue 2 Length: 17
At time 1803.08: Arrival, Queue 1 Length: 2993, Queue 2 Length: 17
At time 1803.11: Arrival, Queue 1 Length: 2994, Queue 2 Length: 17
At time 1803.11: Arrival, Queue 1 Length: 2995, Queue 2 Length: 17
At time 1803.12: Service-1 Finished, Queue 1 Length: 2996, Queue 2 Length: 17
At time 1803.17: Arrival, Queue 1 Length: 2995, Queue 2 Length: 18
At time 1803.27: Service-1 Finished, Queue 1 Length: 2996, Queue 2 Length: 18
At time 1803.29: Service-1 Finished, Queue 1 Length: 2995, Queue 2 Length: 19
At time 1803.32: Arrival, Queue 1 Length: 2994, Queue 2 Length: 20
At time 1803.34: Arrival, Queue 1 Length: 2995, Queue 2 Length: 20
At time 1803.36: Service-1 Finished, Queue 1 Length: 2996, Queue 2 Length: 20
At time 1803.37: Service-2 Finished, Queue 1 Length: 2995, Queue 2 Length: 21
At time 1803.38: Service-2 Finished, Queue 1 Length: 2995, Queue 2 Length: 20
At time 1803.40: Service-1 Finished, Queue 1 Length: 2995, Queue 2 Length: 19
At time 1803.56: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 20
At time 1803.69: Service-1 Finished, Queue 1 Length: 2993, Queue 2 Length: 21
At time 1803.71: Service-1 Finished, Queue 1 Length: 2992, Queue 2 Length: 22
At time 1803.73: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 23
At time 1804.02: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 22
At time 1804.10: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 21
At time 1804.25: Arrival, Queue 1 Length: 2991, Queue 2 Length: 20
At time 1804.40: Service-1 Finished, Queue 1 Length: 2992, Queue 2 Length: 20
At time 1804.44: Service-2 Finished, Queue 1 Length: 2991, Queue 2 Length: 21
At time 1804.45: Arrival, Queue 1 Length: 2991, Queue 2 Length: 20
At time 1804.50: Service-2 Finished, Queue 1 Length: 2992, Queue 2 Length: 20
At time 1804.50: Service-2 Finished, Queue 1 Length: 2992, Queue 2 Length: 19
At time 1804.54: Service-1 Finished, Queue 1 Length: 2992, Queue 2 Length: 18
At time 1804.72: Service-1 Finished, Queue 1 Length: 2991, Queue 2 Length: 19
At time 1804.82: Service-1 Finished, Queue 1 Length: 2990, Queue 2 Length: 20
At time 1804.89: Arrival, Queue 1 Length: 2989, Queue 2 Length: 21
At time 1804.99: Arrival, Queue 1 Length: 2990, Queue 2 Length: 21
At time 1805.03: Arrival, Queue 1 Length: 2991, Queue 2 Length: 21
At time 1805.13: Arrival, Queue 1 Length: 2992, Queue 2 Length: 21
At time 1805.18: Service-2 Finished, Queue 1 Length: 2993, Queue 2 Length: 21
At time 1805.39: Arrival, Queue 1 Length: 2993, Queue 2 Length: 20
At time 1805.56: Arrival, Queue 1 Length: 2994, Queue 2 Length: 20
At time 1805.71: Service-1 Finished, Queue 1 Length: 2995, Queue 2 Length: 20
At time 1805.75: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 21
At time 1805.89: Arrival, Queue 1 Length: 2993, Queue 2 Length: 22
At time 1806.19: Arrival, Queue 1 Length: 2994, Queue 2 Length: 22
At time 1806.21: Service-1 Finished, Queue 1 Length: 2995, Queue 2 Length: 22
At time 1806.35: Service-2 Finished, Queue 1 Length: 2994, Queue 2 Length: 23
At time 1806.42: Service-1 Finished, Queue 1 Length: 2994, Queue 2 Length: 22
At time 1806.54: Service-1 Finished, Queue 1 Length: 2993, Queue 2 Length: 23
At time 1806.55: Service-2 Finished, Queue 1 Length: 2992, Queue 2 Length: 24
At time 1806.56: Arrival, Queue 1 Length: 2992, Queue 2 Length: 23
At time 1806.76: Service-1 Finished, Queue 1 Length: 2993, Queue 2 Length: 23
At time 1806.94: Service-2 Finished, Queue 1 Length: 2992, Queue 2 Length: 24
At time 1806.94: Service-1 Finished, Queue 1 Length: 2992, Queue 2 Length: 23
At time 1806.97: Arrival, Queue 1 Length: 2991, Queue 2 Length: 24
At time 1806.98: Service-1 Finished, Queue 1 Length: 2992, Queue 2 Length: 24
At time 1807.00: Arrival, Queue 1 Length: 2991, Queue 2 Length: 25
At time 1807.23: Service-2 Finished, Queue 1 Length: 2992, Queue 2 Length: 25
At time 1807.25: Service-1 Finished, Queue 1 Length: 2992, Queue 2 Length: 24
At time 1807.32: Service-1 Finished, Queue 1 Length: 2991, Queue 2 Length: 25
At time 1807.34: Arrival, Queue 1 Length: 2990, Queue 2 Length: 26
At time 1807.37: Arrival, Queue 1 Length: 2991, Queue 2 Length: 26
At time 1807.47: Arrival, Queue 1 Length: 2992, Queue 2 Length: 26
At time 1807.51: Service-2 Finished, Queue 1 Length: 2993, Queue 2 Length: 26
At time 1807.51: Arrival, Queue 1 Length: 2993, Queue 2 Length: 25
At time 1807.56: Arrival, Queue 1 Length: 2994, Queue 2 Length: 25
At time 1807.74: Service-2 Finished, Queue 1 Length: 2995, Queue 2 Length: 25
At time 1807.89: Service-2 Finished, Queue 1 Length: 2995, Queue 2 Length: 24
At time 1807.90: Service-2 Finished, Queue 1 Length: 2995, Queue 2 Length: 23
At time 1808.02: Service-2 Finished, Queue 1 Length: 2995, Queue 2 Length: 22
At time 1808.11: Service-1 Finished, Queue 1 Length: 2995, Queue 2 Length: 21
At time 1808.11: Service-2 Finished, Queue 1 Length: 2994, Queue 2 Length: 22
At time 1808.23: Arrival, Queue 1 Length: 2994, Queue 2 Length: 21
At time 1808.28: Service-2 Finished, Queue 1 Length: 2995, Queue 2 Length: 21
At time 1808.29: Service-2 Finished, Queue 1 Length: 2995, Queue 2 Length: 20
At time 1808.32: Arrival, Queue 1 Length: 2995, Queue 2 Length: 19
At time 1808.39: Service-2 Finished, Queue 1 Length: 2996, Queue 2 Length: 19
At time 1808.58: Service-1 Finished, Queue 1 Length: 2996, Queue 2 Length: 18
At time 1808.68: Arrival, Queue 1 Length: 2995, Queue 2 Length: 19
At time 1808.72: Service-2 Finished, Queue 1 Length: 2996, Queue 2 Length: 19
At time 1808.75: Arrival, Queue 1 Length: 2996, Queue 2 Length: 18
At time 1808.80: Service-1 Finished, Queue 1 Length: 2997, Queue 2 Length: 18
At time 1809.05: Arrival, Queue 1 Length: 2996, Queue 2 Length: 19
At time 1809.17: Arrival, Queue 1 Length: 2997, Queue 2 Length: 19
At time 1809.17: Arrival, Queue 1 Length: 2998, Queue 2 Length: 19
At time 1809.20: Service-2 Finished, Queue 1 Length: 2999, Queue 2 Length: 19
At time 1809.25: Arrival, Queue 1 Length: 2999, Queue 2 Length: 18
At time 1809.25: Service-1 Finished, Queue 1 Length: 3000, Queue 2 Length: 18
At time 1809.40: Service-2 Finished, Queue 1 Length: 2999, Queue 2 Length: 19
At time 1809.45: Service-1 Finished, Queue 1 Length: 2999, Queue 2 Length: 18
At time 1809.55: Arrival, Queue 1 Length: 2998, Queue 2 Length: 19
At time 1809.55: Service-2 Finished, Queue 1 Length: 2999, Queue 2 Length: 19
At time 1809.55: Arrival, Queue 1 Length: 2999, Queue 2 Length: 18
At time 1809.55: Service-2 Finished, Queue 1 Length: 3000, Queue 2 Length: 18
At time 1809.58: Arrival, Queue 1 Length: 3000, Queue 2 Length: 17
At time 1809.58: Service-1 Finished, Queue 1 Length: 3001, Queue 2 Length: 17
At time 1809.61: Service-1 Finished, Queue 1 Length: 3000, Queue 2 Length: 18
At time 1809.63: Arrival, Queue 1 Length: 2999, Queue 2 Length: 19
At time 1809.77: Arrival, Queue 1 Length: 3000, Queue 2 Length: 19
At time 1810.01: Service-1 Finished, Queue 1 Length: 3001, Queue 2 Length: 19
At time 1810.01: Service-2 Finished, Queue 1 Length: 3000, Queue 2 Length: 20
At time 1810.09: Service-1 Finished, Queue 1 Length: 3000, Queue 2 Length: 19
At time 1810.20: Arrival, Queue 1 Length: 2999, Queue 2 Length: 20
At time 1810.34: Arrival, Queue 1 Length: 3000, Queue 2 Length: 20
At time 1810.34: Arrival, Queue 1 Length: 3001, Queue 2 Length: 20
At time 1810.49: Service-1 Finished, Queue 1 Length: 3002, Queue 2 Length: 20
At time 1810.55: Arrival, Queue 1 Length: 3001, Queue 2 Length: 21
At time 1810.56: Arrival, Queue 1 Length: 3002, Queue 2 Length: 21
At time 1810.60: Service-1 Finished, Queue 1 Length: 3003, Queue 2 Length: 21
At time 1810.65: Service-2 Finished, Queue 1 Length: 3002, Queue 2 Length: 22
At time 1810.66: Arrival, Queue 1 Length: 3002, Queue 2 Length: 21
At time 1810.82: Service-1 Finished, Queue 1 Length: 3003, Queue 2 Length: 21
At time 1810.85: Service-1 Finished, Queue 1 Length: 3002, Queue 2 Length: 22
At time 1810.92: Arrival, Queue 1 Length: 3001, Queue 2 Length: 23
At time 1811.10: Arrival, Queue 1 Length: 3002, Queue 2 Length: 23
At time 1811.15: Arrival, Queue 1 Length: 3003, Queue 2 Length: 23
At time 1811.20: Arrival, Queue 1 Length: 3004, Queue 2 Length: 23
At time 1811.22: Service-2 Finished, Queue 1 Length: 3005, Queue 2 Length: 23
At time 1811.23: Arrival, Queue 1 Length: 3005, Queue 2 Length: 22
At time 1811.23: Service-2 Finished, Queue 1 Length: 3006, Queue 2 Length: 22
At time 1811.26: Service-2 Finished, Queue 1 Length: 3006, Queue 2 Length: 21
At time 1811.37: Arrival, Queue 1 Length: 3006, Queue 2 Length: 20
At time 1811.44: Service-1 Finished, Queue 1 Length: 3007, Queue 2 Length: 20
At time 1811.45: Arrival, Queue 1 Length: 3006, Queue 2 Length: 21
At time 1811.48: Arrival, Queue 1 Length: 3007, Queue 2 Length: 21
At time 1811.53: Arrival, Queue 1 Length: 3008, Queue 2 Length: 21
At time 1811.67: Service-2 Finished, Queue 1 Length: 3009, Queue 2 Length: 21
At time 1811.82: Service-2 Finished, Queue 1 Length: 3009, Queue 2 Length: 20
At time 1811.92: Arrival, Queue 1 Length: 3009, Queue 2 Length: 19
